Entry ID,Contest Name,Contest ID,Entry Fee,F,F,F,F,F,F,,Instructions,,,,,,,,
1643279340,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Al Iaquinta (13518276),Yorgan De Castro (13518289),Dhiego Lima (13518280),Tai Tuivasa (13518283),Megan Anderson (13518282),,1. Column A lists all of your contest entries for this draftgroup,,,,,,,,
1643297727,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Jamie Mullarkey (13518293),Dhiego Lima (13518280),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,2. Your current lineup is listed next to each entry (blank for reservations),,,,,,,,
1643297728,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Jamie Mullarkey (13518293),Yorgan De Castro (13518289),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry,,,,,,,,
1643297729,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Callan Potter (13518286),Yorgan De Castro (13518289),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name,,,,,,,,
1643297730,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Callan Potter (13518286),Dhiego Lima (13518280),Dan Hooker (13518278),Tai Tuivasa (13518283),,5. For faster processing only include entries you are changing in the file you upload,,,,,,,,
1643297731,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Serghei Spivac (13518288),Luke Jumeau (13518281),Dan Hooker (13518278),Maki Pitolo (13518285),Jake Matthews (13518279),,,,,,,,,,
1643297732,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Luke Jumeau (13518281),Israel Adesanya (13518284),Justin Tafa (13518291),Maki Pitolo (13518285),Tai Tuivasa (13518283),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1643297733,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Luke Jumeau (13518281),Yorgan De Castro (13518289),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,F,Megan Anderson (13518282),Megan Anderson,13518282,F,9400,Anderson@Fairn 10/05/2019 08:00PM ET,Anderson,37
1643297734,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Al Iaquinta (13518276),Luke Jumeau (13518281),Robert Whittaker (13518277),Tai Tuivasa (13518283),Megan Anderson (13518282),,F,Tai Tuivasa (13518283),Tai Tuivasa,13518283,F,9300,Spivac@Tuivasa 10/05/2019 08:00PM ET,Tuivasa,66
1643297735,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Callan Potter (13518286),Jamie Mullarkey (13518293),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,F,Jake Matthews (13518279),Jake Matthews,13518279,F,9100,Akman@Matthews 10/05/2019 08:00PM ET,Matthews,64.54
1643297736,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Yorgan De Castro (13518289),Dan Hooker (13518278),Maki Pitolo (13518285),Megan Anderson (13518282),,F,Maki Pitolo (13518285),Maki Pitolo,13518285,F,9000,Pitolo@Potter 10/05/2019 08:00PM ET,Pitolo,0
1643297737,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Luke Jumeau (13518281),Yorgan De Castro (13518289),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,F,Brad Riddell (13518292),Brad Riddell,13518292,F,8600,Mullarkey@Riddell 10/05/2019 08:00PM ET,Riddell,0
1643297738,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Yorgan De Castro (13518289),Dhiego Lima (13518280),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,F,Dan Hooker (13518278),Dan Hooker,13518278,F,8500,Hooker@Iaquinta 10/05/2019 08:00PM ET,Hooker,79
1643297739,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Al Iaquinta (13518276),Yorgan De Castro (13518289),Maki Pitolo (13518285),Jake Matthews (13518279),Megan Anderson (13518282),,F,Dhiego Lima (13518280),Dhiego Lima,13518280,F,8400,Jumeau@Lima 10/05/2019 08:00PM ET,Lima,39.19
1643297740,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Jamie Mullarkey (13518293),Israel Adesanya (13518284),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,F,Justin Tafa (13518291),Justin Tafa,13518291,F,8300,De Castro@Tafa 10/05/2019 08:00PM ET,Tafa,0
1643297741,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Yorgan De Castro (13518289),Robert Whittaker (13518277),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,F,Robert Whittaker (13518277),Robert Whittaker,13518277,F,8200,Adesanya@Whittaker 10/05/2019 08:00PM ET,Whittaker,81.69
1643297742,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Yorgan De Castro (13518289),Robert Whittaker (13518277),Dhiego Lima (13518280),Dan Hooker (13518278),Megan Anderson (13518282),,F,Israel Adesanya (13518284),Israel Adesanya,13518284,F,8000,Adesanya@Whittaker 10/05/2019 08:00PM ET,Adesanya,95.58
1643297743,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Callan Potter (13518286),Al Iaquinta (13518276),Dhiego Lima (13518280),Jake Matthews (13518279),Tai Tuivasa (13518283),,F,Yorgan De Castro (13518289),Yorgan De Castro,13518289,F,7900,De Castro@Tafa 10/05/2019 08:00PM ET,De Castro,0
1643297744,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Callan Potter (13518286),Yorgan De Castro (13518289),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,F,Luke Jumeau (13518281),Luke Jumeau,13518281,F,7800,Jumeau@Lima 10/05/2019 08:00PM ET,Jumeau,47
1643297745,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Callan Potter (13518286),Dhiego Lima (13518280),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,F,Al Iaquinta (13518276),Al Iaquinta,13518276,F,7700,Hooker@Iaquinta 10/05/2019 08:00PM ET,Iaquinta,70.5
1643297746,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Luke Jumeau (13518281),Yorgan De Castro (13518289),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,F,Jamie Mullarkey (13518293),Jamie Mullarkey,13518293,F,7600,Mullarkey@Riddell 10/05/2019 08:00PM ET,Mullarkey,0
1643297747,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Yorgan De Castro (13518289),Dan Hooker (13518278),Maki Pitolo (13518285),Tai Tuivasa (13518283),,F,Callan Potter (13518286),Callan Potter,13518286,F,7200,Pitolo@Potter 10/05/2019 08:00PM ET,Potter,1.5
1643297748,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Dhiego Lima (13518280),Dan Hooker (13518278),Maki Pitolo (13518285),Tai Tuivasa (13518283),,F,Rostem Akman (13518290),Rostem Akman,13518290,F,7100,Akman@Matthews 10/05/2019 08:00PM ET,Akman,32.5
1643297749,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Serghei Spivac (13518288),Yorgan De Castro (13518289),Dan Hooker (13518278),Maki Pitolo (13518285),Jake Matthews (13518279),,F,Serghei Spivac (13518288),Serghei Spivac,13518288,F,6900,Spivac@Tuivasa 10/05/2019 08:00PM ET,Spivac,0.5
1643297750,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Al Iaquinta (13518276),Luke Jumeau (13518281),Brad Riddell (13518292),Tai Tuivasa (13518283),Megan Anderson (13518282),,F,Zarah Fairn (13518287),Zarah Fairn,13518287,F,6800,Anderson@Fairn 10/05/2019 08:00PM ET,Fairn,0
1643297751,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Al Iaquinta (13518276),Luke Jumeau (13518281),Robert Whittaker (13518277),Justin Tafa (13518291),Brad Riddell (13518292),Megan Anderson (13518282),,,,,,,,,,
1643297752,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Luke Jumeau (13518281),Israel Adesanya (13518284),Justin Tafa (13518291),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297753,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Callan Potter (13518286),Luke Jumeau (13518281),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297754,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Al Iaquinta (13518276),Israel Adesanya (13518284),Dhiego Lima (13518280),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297755,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Callan Potter (13518286),Al Iaquinta (13518276),Dhiego Lima (13518280),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297756,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Al Iaquinta (13518276),Dhiego Lima (13518280),Brad Riddell (13518292),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297757,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Al Iaquinta (13518276),Luke Jumeau (13518281),Brad Riddell (13518292),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297758,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Al Iaquinta (13518276),Dhiego Lima (13518280),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297759,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Luke Jumeau (13518281),Yorgan De Castro (13518289),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297760,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Jamie Mullarkey (13518293),Dhiego Lima (13518280),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297761,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Jamie Mullarkey (13518293),Luke Jumeau (13518281),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297762,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Callan Potter (13518286),Luke Jumeau (13518281),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297763,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Luke Jumeau (13518281),Dan Hooker (13518278),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297764,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Jamie Mullarkey (13518293),Dan Hooker (13518278),Maki Pitolo (13518285),Tai Tuivasa (13518283),,,,,,,,,,
1643297765,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Jamie Mullarkey (13518293),Yorgan De Castro (13518289),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297766,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Callan Potter (13518286),Dhiego Lima (13518280),Dan Hooker (13518278),Megan Anderson (13518282),,,,,,,,,,
1643297767,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Al Iaquinta (13518276),Israel Adesanya (13518284),Justin Tafa (13518291),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297768,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Jamie Mullarkey (13518293),Dhiego Lima (13518280),Dan Hooker (13518278),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297769,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Callan Potter (13518286),Jamie Mullarkey (13518293),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297770,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Al Iaquinta (13518276),Israel Adesanya (13518284),Dhiego Lima (13518280),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297771,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Jamie Mullarkey (13518293),Al Iaquinta (13518276),Maki Pitolo (13518285),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297772,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Jamie Mullarkey (13518293),Luke Jumeau (13518281),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297773,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Luke Jumeau (13518281),Dan Hooker (13518278),Maki Pitolo (13518285),Tai Tuivasa (13518283),,,,,,,,,,
1643297774,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Jamie Mullarkey (13518293),Luke Jumeau (13518281),Maki Pitolo (13518285),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297775,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Callan Potter (13518286),Luke Jumeau (13518281),Dan Hooker (13518278),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297776,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Callan Potter (13518286),Dhiego Lima (13518280),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297777,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Al Iaquinta (13518276),Yorgan De Castro (13518289),Dhiego Lima (13518280),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297778,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Luke Jumeau (13518281),Justin Tafa (13518291),Dan Hooker (13518278),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297779,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Dhiego Lima (13518280),Dan Hooker (13518278),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297780,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Serghei Spivac (13518288),Rostem Akman (13518290),Dhiego Lima (13518280),Dan Hooker (13518278),Maki Pitolo (13518285),,,,,,,,,,
1643297781,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Al Iaquinta (13518276),Luke Jumeau (13518281),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297782,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Serghei Spivac (13518288),Rostem Akman (13518290),Jamie Mullarkey (13518293),Dan Hooker (13518278),Maki Pitolo (13518285),Megan Anderson (13518282),,,,,,,,,,
1643297783,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Jamie Mullarkey (13518293),Yorgan De Castro (13518289),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297784,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Callan Potter (13518286),Jamie Mullarkey (13518293),Dan Hooker (13518278),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297785,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Al Iaquinta (13518276),Yorgan De Castro (13518289),Israel Adesanya (13518284),Dhiego Lima (13518280),Brad Riddell (13518292),Megan Anderson (13518282),,,,,,,,,,
1643297786,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Luke Jumeau (13518281),Yorgan De Castro (13518289),Israel Adesanya (13518284),Dan Hooker (13518278),Brad Riddell (13518292),Jake Matthews (13518279),,,,,,,,,,
1643297787,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Rostem Akman (13518290),Yorgan De Castro (13518289),Dhiego Lima (13518280),Dan Hooker (13518278),Brad Riddell (13518292),Megan Anderson (13518282),,,,,,,,,,
1643297788,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Jamie Mullarkey (13518293),Luke Jumeau (13518281),Yorgan De Castro (13518289),Israel Adesanya (13518284),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297789,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Yorgan De Castro (13518289),Israel Adesanya (13518284),Dhiego Lima (13518280),Jake Matthews (13518279),Megan Anderson (13518282),,,,,,,,,,
1643297790,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Luke Jumeau (13518281),Israel Adesanya (13518284),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297791,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Jamie Mullarkey (13518293),Al Iaquinta (13518276),Maki Pitolo (13518285),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
1643297792,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Callan Potter (13518286),Al Iaquinta (13518276),Yorgan De Castro (13518289),Dhiego Lima (13518280),Tai Tuivasa (13518283),Megan Anderson (13518282),,,,,,,,,,
1643297793,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Rostem Akman (13518290),Al Iaquinta (13518276),Dhiego Lima (13518280),Maki Pitolo (13518285),Tai Tuivasa (13518283),,,,,,,,,,
1643297794,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Serghei Spivac (13518288),Dhiego Lima (13518280),Dan Hooker (13518278),Maki Pitolo (13518285),Jake Matthews (13518279),,,,,,,,,,
1643297795,MMA $20K Uppercut [$5K to 1st] (Televised),77725449,$10,Zarah Fairn (13518287),Al Iaquinta (13518276),Dhiego Lima (13518280),Brad Riddell (13518292),Jake Matthews (13518279),Tai Tuivasa (13518283),,,,,,,,,,
